full_name,selling_price,new_price,year,seller_type,seller_type,km_driven,fuel_type,fuel_type,transmission_type,transmission_type,Mileage,Engine,Seats
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,10,New Car (On-Road Price) : Rs.11.71-20.62 Lakh*,2018,Individual,0,60000,Diesel,1,Manual,0,19.67,1582,5
Maruti Estilo LXI,1.6,null,2010,Individual,0,60000,Petrol,0,Manual,0,19.5,1061,null
Maruti Alto LXI,0.8,null,2004,Individual,0,80000,Petrol,0,Manual,0,19.7,796,5
Maruti Eeco Flexi Green,2.5,New Car (On-Road Price) : Rs.5.82 Lakh*,2015,Individual,0,60000,CNG,2,Manual,0,20,1196,5
Fiat Punto 1.3 Active,3.5,null,2016,Individual,0,100000,Diesel,1,Manual,0,20.5,1248,5
Maruti Wagon R VXI 1.2 BSIV,3.9,New Car (On-Road Price) : Rs.5.16-6.94 Lakh*,2016,Dealer,1,35000,Petrol,0,Manual,0,21.5,1197,5
Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,24,New Car (On-Road Price) : Rs.80.60 Lakh*,2014,Individual,0,120000,Diesel,1,Automatic,1,12.07,2967,7
Hyundai Verna Xi (Petrol),1.3,New Car (On-Road Price) : Rs.10.55-16.29 Lakh*,2008,Individual,0,80000,Petrol,0,Manual,0,13.9,1599,5
Renault Scala Diesel RxL,7,null,2017,Individual,0,80000,Diesel,1,Manual,0,21.64,1461,5
Maruti Swift Dzire LDI,4.5,null,2017,Individual,0,100000,Diesel,1,Manual,0,26.59,1248,5
Mercedes-Benz C-Class C 220 CDI Sport Edition,13.85,New Car (On-Road Price) : Rs.51.30-64.08 Lakh*,2013,Dealer,1,35400,Diesel,1,Automatic,1,14.84,2143,5
Tata Zest Quadrajet 1.3 XM,2.85,null,2015,Individual,0,68500,Diesel,1,Manual,0,23,1248,5
BMW 7 Series 730Ld DPE Signature,69,New Car (On-Road Price) : Rs.1.62 Cr*,2017,Dealer,1,18000,Diesel,1,Automatic,1,17.66,2993,4
Maruti Swift VXI,4.95,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2016,Dealer,1,37000,Petrol,0,Manual,0,18.6,1197,5
Honda Brio V MT,3.1,null,2013,Dealer,1,42289,Petrol,0,Manual,0,19.4,1198,5
Honda WR-V i-VTEC VX,8,New Car (On-Road Price) : Rs.10.11-11.50 Lakh*,2017,Individual,0,10000,Petrol,0,Manual,0,17.5,1199,5
Renault KWID 1.0 RXT Optional,2.6,New Car (On-Road Price) : Rs.3.94-6.43 Lakh*,2017,Individual,0,40000,Petrol,0,Manual,0,23.01,999,5
Maruti Alto LX,0.65,null,2003,Individual,0,120000,Petrol,0,Manual,0,19.7,796,5
Hyundai Grand i10 Sportz,4.6,New Car (On-Road Price) : Rs.6.93-7.29 Lakh*,2016,Individual,0,60000,Petrol,0,Manual,0,18.9,1197,5
Hyundai i20 Magna 1.4 CRDi (Diesel),4.5,New Car (On-Road Price) : Rs.9.59-12.83 Lakh*,2014,Individual,0,100000,Diesel,1,Manual,0,21.9,1396,5
Ford Classic 1.4 Duratorq Titanium,4.3,null,2014,Individual,0,100000,Diesel,1,Manual,0,19.68,1399,5
Maruti Wagon R VXI Minor,1.05,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,2007,Dealer,1,55000,Petrol,0,Manual,0,18.9,1061,5
Honda CR-V 2.4L 4WD AT,17.75,New Car (On-Road Price) : Rs.32.68-34.09 Lakh*,2017,Dealer,1,34000,Petrol,0,Automatic,1,12,2354,5
Ford Ecosport 2015-2021 1.5 TDCi Trend BSIV,5.25,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2016,Dealer,1,67000,Diesel,1,Manual,0,22.77,1498,5
Renault KWID Climber 1.0 AMT,3.41,New Car (On-Road Price) : Rs.3.81-6.29 Lakh*,2017,Individual,0,10000,Petrol,0,Automatic,1,24.04,999,5
Mitsubishi Pajero 4X4 LHD,7.9,null,2012,Dealer,1,95000,Diesel,1,Manual,0,9.5,2835,6
Hyundai Creta 1.6 VTVT E Plus,7.75,New Car (On-Road Price) : Rs.11.58-20.59 Lakh*,2016,Dealer,1,20699,Petrol,0,Manual,0,15.29,1591,5
Toyota Fortuner 3.0 Diesel,10.99,New Car (On-Road Price) : Rs.38.86-44.64 Lakh*,2011,Dealer,1,75000,Diesel,1,Manual,0,11.5,2982,7
Honda Amaze SX i-DTEC,3.2,New Car (On-Road Price) : Rs.8.84-11.56 Lakh*,2014,Individual,0,89000,Diesel,1,Manual,0,25.8,1498,5
Skoda Rapid 1.6 MPI AT Ambition Plus,5.99,New Car (On-Road Price) : Rs.8.68-15.33 Lakh*,2017,Dealer,1,59000,Petrol,0,Automatic,1,14.3,1598,5
Mahindra Scorpio S2 9 Seater,7.5,New Car (On-Road Price) : Rs.14.80-19.19 Lakh*,2014,Individual,0,120000,Diesel,1,Manual,0,15.4,2523,9
Tata Indigo LX BSIV,1.4,null,2011,Individual,0,228000,Diesel,1,Manual,0,23.03,1396,5
Fiat Punto 1.2 Active,2.2,null,2010,Individual,0,35000,Petrol,0,Manual,0,15.7,1172,5
Maruti Swift VDI Optional,5.1,null,2017,Dealer,1,68791,Diesel,1,Manual,0,25.2,1248,5
Maruti Alto 800 VXI BSIV,3,New Car (On-Road Price) : Rs.3.47-4.65 Lakh*,2019,Individual,0,10300,Petrol,0,Manual,0,24.7,796,5
Maruti Ertiga ZDI Plus,11,null,2019,Individual,0,25000,Diesel,1,Manual,0,25.47,1248,7
Maruti Ritz VDI (ABS) BS IV,2.6,null,2013,Dealer,1,68001,Diesel,1,Manual,0,23.2,1248,5
Maruti Swift Dzire 1.2 Vxi BSIV,4.35,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2014,Dealer,1,36000,Petrol,0,Manual,0,17.5,1197,5
Honda Jazz Mode,3.2,New Car (On-Road Price) : Rs.8.97-11.55 Lakh*,2011,Individual,0,60000,Petrol,0,Manual,0,16,1198,5
Maruti Alto K10 VXI,3.5,null,2016,Individual,0,25000,Petrol,0,Manual,0,23.95,998,5
Mercedes-Benz E-Class Exclusive E 220 d BSIV,37.5,New Car (On-Road Price) : Rs.75.45-94.01 Lakh*,2017,Dealer,1,48000,Diesel,1,Automatic,1,16.1,1950,5
